rn,odofbrn,sptno,cno,cwknm,orcd,ornm,rutcd,rutnm,pdznnm,bzkdcd,bzkdnm,bztocd,stwrdt,ccwdt,ccwxpcdt,ccwyn,ccwynnm,bzarcd,bzarnm,cwksctnnm
412,3068301763,C2004066,C2004066,대덕연구단지 지원도로 건설공사,D,대전청,Z1,기타,대전광역시 유성구,F,기타,00,2004-10-08,2008-12-31,20081231,1,완료공사,102,하천,대전 유성구 신성동~대전 유성구 하기동
413,4038301161,C2003086,C2003086,대목제 개수공사,I,익산청,J1,동진강,전라북도 김제시,J1,동진강,03,2003-06-09,2009-12-31,20091231,1,완료공사,102,하천,"김제 성덕 대목,남포~죽산 대창"
414,2248301909,C2005084,C2005088,대미원제 축제공사,W,원주청,Z1,기타,강원도 횡성군,A1,한강,03,2005-12-28,2013-10-18,20131018,1,완료공사,102,하천,강원도횡성군오원리~강원도횡성군상하가리
415,2248301909,C2006040,C2006042,대미원천 수해복구공사,W,원주청,,,강원도 강릉시,미등록,,미등록,2006-12-13,2007-12-31,20071231,1,완료공사,102,하천,~
416,3068301763,C2007059,C2007062,대산-석문 도로건설공사,D,대전청,038,국도 38호선(서산 ~ 동해),충청남도 당진군,B,지역간선,05,2007-11-12,2016-12-31,20161229,1,완료공사,101,도로,서산시 대산읍 화곡리~당진군 석문면 삼봉리
417,1108300348,C2005001,C2005001,대위지제 외 2개소 개수공사,S,서울청,A1,한강,경기도 파주시,R1,임진강,01,2005-01-05,2013-12-17,20131231,1,완료공사,102,하천,경기도파주시탄현면갈현리~경기도파주시조리읍능안리
418,6048300784,C2006011,C2006012,대의-의령 국도건설공사,B,부산청,020,국도 20호선(산청 ~ 포항),경상남도 의령군,A,일반국도,00,2006-01-17,2014-12-18,20141218,1,완료공사,101,도로,경남 의령군 대의면~경남 의령군 칠곡면
419,2248301909,C2005087,C2005091,대이지구 외 1개소 저수호안공사,W,원주청,Z1,기타,강원도 화천군,A1,한강,03,2005-12-22,2008-12-05,20081205,1,완료공사,102,하천,~
420,3068301763,C2005034,C2005016,대청지구 추풍.상곡천 개수공사,D,대전청,Z1,기타,충청남도 금산군,Z1,기타,03,2005-08-22,2010-12-07,20101207,1,완료공사,102,하천,충남 금산군 추부면 자부리~충남 금산군 군북면 상곡리
421,3068301763,C2007035,C2007036,대청지역 보청.안내천 하천개수공사,D,대전청,Z1,기타,충청북도 옥천군,Z1,기타,01,2006-11-13,2010-08-10,20100810,1,완료공사,102,하천,충북 옥천 청성 장수~충북 옥천 안내 현리
422,1108300348,C2003103,C2003103,대추제 개수공사,S,서울청,F1,안성천,경기도 평택시,F1,안성천,01,2003-12-26,2010-12-31,20101231,1,완료공사,102,하천,평택시 팽성읍 대추리~평택시 팽성읍 도두리일원
423,6048300784,C2003013,C2003013,덕곡지구 하천개수공사,B,부산청,B1,낙동강,,B1,낙동강,01,2003-05-12,2005-12-21,20051221,1,완료공사,102,하천,~
424,4038301161,C2012037,C2012039,덕례-용강 도로확장공사,I,익산청,002,국도 2호선(목포 ~ 부산),전라남도 광양시,A,일반국도,01,2012-05-31,2019-04-29,20190429,1,완료공사,101,도로,전남 순천시 해룡면 복성리~전남 광양시 광양읍 용강리
425,1108300348,C2003105,C2003105,덕목제 개수공사,S,서울청,F1,안성천,경기도 평택시,F1,안성천,01,2003-06-25,2007-01-09,20070109,1,완료공사,102,하천,~
426,3068301763,C2015022,C2015044,덕산-고덕IC 도로건설공사,D,대전청,040,국도 40호선(대천 ~ 공주),충청남도 예산군,A,일반국도,01,2015-07-22,2022-06-14,20200122,0,진행공사,101,도로,충남 예산군 덕산면 북문리~충남 예산군 고덕면 대천리
427,3068301763,C1997013,C1997013,덕산-예산간 도로확장 및 포장공사,D,대전청,045,국도 45호선(서산 ~ 가평),충청남도 예산군,B,지역간선,08,1997-12-10,2007-12-31,20071231,1,완료공사,101,도로,덕산면 대치리~예산읍 궁평리
428,6048300784,C2016011,C2016009,덕천강 원외지구 하천환경정비사업,B,부산청,B1,낙동강,경상남도 진주시,B1,낙동강,01,2016-02-22,2019-08-15,20190205,1,완료공사,102,하천,경남 진주시 수곡면 원외리~경남 하동군 옥종면 대곡리
429,2248301909,C2003121,C2003121,덕치제 축제공사,W,원주청,A1,한강,강원도 홍천군,A1,한강,03,2003-06-04,2006-08-16,20060816,1,완료공사,102,하천,~
430,2248301909,C2003110,C2003110,덕포-연하 도로건설공사,W,원주청,038,국도 38호선(서산 ~ 동해),강원도 영월군,B,지역간선,10,2002-06-18,2007-12-09,20071209,1,완료공사,101,도로,영월군 영월읍 덕포리~영월군 영월읍 연하리
431,2248301909,C2007018,C2007015,도계-신기 도로건설공사,W,원주청,038,국도 38호선(서산 ~ 동해),강원도 삼척시,B,지역간선,05,2007-02-12,2018-12-31,20181231,1,완료공사,101,도로,삼척시 도계읍 늑구리~삼척시 신기면 안의리
432,1108300348,C2003104,C2003104,도대제 개수공사,S,서울청,Z1,기타,경기도 평택시,F1,안성천,03,2003-07-22,2011-03-03,20110303,1,완료공사,102,하천,현덕면 도대리~현덕면 기산리 안성천 합류점
433,4038301161,C2001020,C2001020,도덕-고흥간 도로건설공사,I,익산청,027,국도 27호선(고흥 ~ 군산),전라남도 고흥군,B,지역간선,08,2001-06-28,2007-10-10,20071010,1,완료공사,101,도로,전남 고흥군 풍양면 고옥리~전남 고흥군 고흥읍 남계리
434,4038301161,C2002046,C2002046,도암-강진 도로확장공사,I,익산청,018,국도 18호선(진도 ~ 구례),전라남도 강진군,A,일반국도,01,2002-11-20,2010-10-01,20100420,1,완료공사,101,도로,강진군도암면계라리~강진군강진읍동성리
435,1108300348,C2004032,C2004032,도일제 개수공사,S,서울청,F1,안성천,경기도 평택시,F1,안성천,03,2004-05-17,2009-12-31,20091231,1,완료공사,102,하천,평택시 모곡동~평택시 신대동
436,2248301909,C2002068,C2002068,도창제 축제공사,W,원주청,Z1,기타,강원도 철원군,Z1,기타,03,2002-04-09,2005-12-31,20051231,1,완료공사,102,하천,~
437,4038301161,C2009069,C2009081,돌산-우두 도로확장공사,I,익산청,017,국도 17호선(여천 ~ 용인),전라남도 여수시,A,일반국도,01,2009-06-29,2019-12-31,20191231,1,완료공사,101,도로,여수시 돌산읍 신복리~여수시 돌산읍 우두리
438,4038301161,C2003132,C2003132,돌산-화태,I,익산청,077,국도 77호선(부산 ~ 인천),전라남도 여수시,A,일반국도,00,2004-10-26,2016-03-02,20160302,1,완료공사,101,도로,전라남도 여수시 돌산읍~전남 여수시 남면 화태리
439,2248301909,C2007044,C2007045,동강대교건설공사,W,원주청,031,국도 31호선(부산 ~ 신고산),강원도 영월군,A,일반국도,미등록,2007-05-23,2009-05-26,20090526,1,완료공사,101,도로,영월~영월
440,4038301161,C2017007,C2017005,동계-적성 도로건설공사,I,익산청,021,국도 21호선(전주 ~ 이천),전라북도 순창군,A,일반국도,01,2016-11-18,2020-12-30,20211022,1,완료공사,101,도로,순창군 동계면 구미리~전북 순창군 동계면 관전리
441,1108300348,C2021002,C2020035,동두천 국가산업단지 진입도로 건설공사,S,서울청,999,기타,경기도 동두천시,A,일반국도,01,2020-12-18,2024-12-16,20241216,0,진행공사,101,도로,경기도 동두천시 상패동 600-11~
442,1108300348,C1997020,C1997020,동두천 국가산업단지 진입도로 건설공사 실시설계 건설사업관리용역,S,서울청,,,경기도 평택시,F,기타,미등록,1997-02-24,2005-06-30,20050630,1,완료공사,101,도로,경기도 평택시 고덕면 동고리~경기도 안성시 양성면 이현리
443,1108300348,C2007012,C2007010,동두천시관내 국도대체우회도로(회천-상패1공구)건설공사,S,서울청,003,국도 3호선(남해 ~ 초산 (철원)),경기도 동두천시,A,일반국도,01,2007-03-06,2014-10-22,20141022,1,완료공사,101,도로,경기도 양주시 봉양동~경기도 동두천시 상패동
444,1108300348,C2009064,C2009078,동두천시관내국도대체우회도로(상패-청산)건설공사,S,서울청,003,국도 3호선(남해 ~ 초산 (철원)),경기도 동두천시,D,국도대체우회도로,미등록,2021-01-13,2022-01-07,20220107,1,완료공사,101,도로,경기도 동두천시 상패동~연천군 청산면 초성리
445,2248301909,C1998019,C1998019,동면~신북외 1개소 도로확장 및 포장공사,W,원주청,005,국도 5호선(마산 ~ 중강진(김화)),충청남도 천안시,A,일반국도,미등록,1998-02-02,2005-12-31,20051231,1,완료공사,101,도로,동면~신북
446,6048300784,C2003004,C2003004,동읍 우회도로 건설공사,B,부산청,014,국도 14호선(거제 ~ 포항),경상남도 창원시,A,일반국도,01,2003-10-24,2014-02-28,20140228,1,완료공사,101,도로,경남 창원시 도계동 도계삼거리~경남 김해시 진영읍 진영리
447,4038301161,C2017020,C2017007,동진강 신태인지구(3공구) 하천환경정비사업,I,익산청,J1,동진강,전라북도 정읍시,J1,동진강,01,2017-03-06,2020-12-31,20210212,1,완료공사,102,하천,전북 정읍시 신태인읍 신용리~전북 정읍시 신태인읍 신태인리
448,4038301161,C2004134,C2004135,동진강 연포제 보강공사,I,익산청,J1,동진강,,J1,동진강,01,2004-12-07,2006-10-19,20061019,1,완료공사,102,하천,~
449,4038301161,C2016009,C2016005,동진강 연포지구(1공구) 하천환경정비사업,I,익산청,J1,동진강,전라북도 부안군,J1,동진강,미등록,2016-02-22,2020-05-17,20210219,1,완료공사,102,하천,부안군 백산면 용계리~부안군 동진면 동전리
450,4038301161,C2005011,C2005038,동진강 옥정제보강공사,I,익산청,J1,동진강,전라북도 김제시,J1,동진강,01,2005-05-18,2012-06-19,20120619,1,완료공사,102,하천,~
451,4038301161,C2014042,C2014045,동진강 원천지구(2공구) 하천환경정비사업,I,익산청,J1,동진강,전라북도 정읍시,J1,동진강,미등록,2014-11-18,2019-11-16,20191116,1,완료공사,102,하천,전북 정읍시 신태인읍~전북 김제시 부량면
452,4038301161,C2003087,C2003087,동진강수계 치수사업 금구천 금구제 개수공사,I,익산청,J1,동진강,전라북도 김제시,J1,동진강,03,2003-07-15,2009-12-01,20091201,1,완료공사,102,하천,김제시 금구면~김제시 봉남면
453,4038301161,C2003083,C2003083,동진강수계 치수사업 두월천 두월제 상류개수공사,I,익산청,J1,동진강,전라북도 김제시,D1,섬진강,03,2003-08-19,2013-12-20,20131220,1,완료공사,102,하천,김제시.금구면.낙성리~김제시.오정동
454,4038301161,C2003079,C2003079,동진강수계 치수사업 두월천 두월제 하류개수공사,I,익산청,J1,동진강,전라북도 김제시,J1,동진강,03,2003-08-06,2009-12-31,20091231,1,완료공사,102,하천,김제시 오정동~정읍시 감곡면 삼평리
455,4038301161,C2003092,C2003092,동진강수계 치수사업 백산제외 2개소 개수공사,I,익산청,D1,섬진강,전라북도 정읍시,D1,섬진강,03,2003-06-18,2009-12-31,20091231,1,완료공사,102,하천,~
456,4038301161,C2003089,C2003089,동진강수계 치수사업 소성천 소성제 개수공사,I,익산청,J1,동진강,전라북도 정읍시,J1,동진강,03,2003-06-20,2013-12-31,20131231,1,완료공사,102,하천,정읍시 소성면 중광리~정읍시 고부면 강고리
457,4038301161,C2003085,C2003085,동진강수계 치수사업 신평천 부거제 개수공사,I,익산청,J1,동진강,전라북도 김제시,J1,동진강,03,2003-07-08,2011-12-31,20111214,1,완료공사,102,하천,전북 김제시 백산면 하정리~전북 김제시 백산면 석교리
458,4038301161,C2005012,C2005036,동진강수계치수사업 천원제상류개수공사,I,익산청,J1,동진강,전라북도 정읍시,J1,동진강,01,2005-05-18,2011-10-26,20111031,1,완료공사,102,하천,정읍시입암면천원리~정읍시입암면신면리
459,4038301161,C2005013,C2005037,동진강수계치수사업 천원제하류개수공사,I,익산청,J1,동진강,전라북도 정읍시,J1,동진강,01,2005-05-18,2011-06-07,20110607,1,완료공사,102,하천,정읍시 삼산동~정읍시 상평동
460,2248301909,C2011025,C2011022,동해-옥계 도로건설공사,W,원주청,007,국도 7호선(부산 ~ 온성 (간성)),강원도 동해시,A,일반국도,00,2011-09-16,2016-08-19,20160819,1,완료공사,101,도로,강원도 동해시 망상동~강원도 강릉시 옥계면 낙풍리
461,2248301909,C1998013,C1998013,동해시관내 국도대체우회도로(이로-송정)건설공사,W,원주청,999,기타,강원도 동해시,A,일반국도,01,1998-08-06,2007-11-29,20071129,1,완료공사,101,도로,동해시 이로동~동해시 송정동
462,3068301763,C2005078,C2005082,두계천 개수공사,D,대전청,Z1,기타,충청남도 계룡시,Z1,기타,01,2005-12-27,2013-11-06,20131106,1,완료공사,102,하천,충남 계룡시 남선면 남선리~대전 서구 용천동
463,1108300348,C2004035,C2004035,두교리-죽산 도로건설공사,S,서울청,017,국도 17호선(여천 ~ 용인),경기도 안성시,A,일반국도,00,2004-11-08,2015-12-31,20151231,1,완료공사,101,도로,경기도 안성시 죽산면 두교리~경기도 안성시 죽산면 매산리
464,1108300348,C2004029,C2004029,두릉제 개수공사,S,서울청,F1,안성천,경기도 평택시,F1,안성천,03,2004-05-17,2008-12-22,20081222,1,완료공사,102,하천,경기도 평택시 고덕면 동청리~경기도 평택시 고덕면 두릉리
465,3068301763,C1998006,C1998006,두마-반포간 도로확장 및 포장공사,D,대전청,001,국도 1호선(목포 ~ 신의주(판문점)),대전광역시 유성구,B,지역간선,07,1998-11-03,2006-12-31,20061231,1,완료공사,101,도로,대전 유성구 방동~충남 공주 반포 온천
466,6048300784,C2001004,C2001004,두왕-무거간 도로 4차로 확장공사,B,부산청,014,국도 14호선(거제 ~ 포항),울산광역시 울주군,A,일반국도,01,2001-02-09,2007-01-02,20070102,1,완료공사,101,도로,울산광역시 남구 두왕동~울주군 청량면 율리
467,2248301909,C2000017,C2000017,두촌-어론간 도로확장 및 포장공사,W,원주청,044,국도 44호선(양평 ~ 양양),강원도 홍천군,B,지역간선,09,2000-12-29,2006-12-31,20061231,1,완료공사,101,도로,강원도 홍천군 두촌면 역내리~강원도 홍천군 두촌면 장남리
468,1108300348,C1999014,C1999014,두포-천천간 도로확장 및 포장공사,S,서울청,037,국도 37호선(거창 ~ 파주),경기도 파주시,A,일반국도,00,1999-06-01,2006-05-31,20060531,1,완료공사,101,도로,경기도 파주시 파평면 두포리~경기도 파주시 적성면 두지리
469,3068301763,C2001012,C2001012,둔포-성환간 도로확장 및 포장공사,D,대전청,034,국도 34호선(당진 ~ 영덕),충청남도 천안시,C,산업지원국도,00,2001-10-17,2011-12-31,20111231,1,완료공사,101,도로,충남 아산시 둔포면 운용리~충남 천안시 성환읍 성환리
470,6048300784,C1999002,C1999002,마리-송정 국도4차로 확장공사,B,부산청,003,국도 3호선(남해 ~ 초산 (철원)),경상남도 거창군,A,일반국도,01,1999-05-12,2011-09-29,20110929,1,완료공사,101,도로,경남 거창군 마리면 영승리~경남 거창군 거창읍 송정리
471,1108300348,C2004036,C2004036,마산-신읍도로 확장공사,S,서울청,087,국도 87호선,경기도 포천시,A,일반국도,00,2004-11-21,2014-12-26,20141231,1,완료공사,101,도로,경기도 포천시가산면 마산리~경기도 포천시 군내면 신읍리
472,1108300348,C2009113,C2009090,마송-누산 도로확장공사,S,서울청,048,국도 48호선(강화 ~ 서울),경기도 김포시,A,일반국도,00,2009-08-25,2014-03-14,20140314,1,완료공사,101,도로,마송IC~누산IC
473,3068301763,C2003039,C2003039,마전-은행 도로건설공사,D,대전청,037,국도 37호선(거창 ~ 파주),충청남도 금산군,A,일반국도,00,2003-09-22,2013-10-16,20131016,1,완료공사,101,도로,충남 금산 추부 요광~충북 옥천 군서 은행
474,2248301909,C2006029,C2006030,마평-진부 국도건설공사,W,원주청,059,국도 59호선(광양 ~ 하동),강원도 평창군,A,일반국도,00,2006-06-08,2012-01-05,20120105,1,완료공사,101,도로,평창군 마평리~평창군 하진부리
